,bins,density
0,-2.510855729075234,0.0003981690326735793
1,-2.4717522964291088,0.0003981690326735793
2,-2.4326488637829833,0.0
3,-2.3935454311368582,0.0003981690326735793
4,-2.354441998490733,0.0015926761306943172
5,-2.315338565844608,0.00039816903267357476
6,-2.2762351331984827,0.0019908451633678967
7,-2.2371317005523577,0.0015926761306943172
8,-2.1980282679062326,0.0003981690326735793
9,-2.1589248352601076,0.0007963380653471586
10,-2.119821402613982,0.0011945070980207244
11,-2.080717969967857,0.0011945070980207378
12,-2.041614537321732,0.0023890141960414757
13,-2.002511104675607,0.004379859359409348
14,-1.9634076720294815,0.0019908451633678854
15,-1.9243042393833565,0.003981690326735793
16,-1.8852008067372314,0.0031853522613886345
17,-1.8460973740911064,0.002787183228715039
18,-1.806993941444981,0.004379859359409348
19,-1.767890508798856,0.002787183228715055
20,-1.7287870761527309,0.003981690326735793
21,-1.6896836435066058,0.005574366457430078
22,-1.6505802108604803,0.004778028392082924
23,-1.6114767782143553,0.0035835212940622135
24,-1.5723733455682303,0.004778028392082951
25,-1.5332699129221052,0.008361549686145118
26,-1.4941664802759798,0.008361549686145118
27,-1.4550630476298547,0.01114873291486022
28,-1.4159596149837297,0.009954225816839482
29,-1.3768561823376047,0.011148732914860156
30,-1.3377527496914792,0.012741409045554465
31,-1.2986493170453541,0.017519437437637488
32,-1.259545884399229,0.01672309937229033
33,-1.220442451753104,0.022297465829720312
34,-1.1813390191069786,0.024686480025761775
35,-1.1422355864608535,0.024288310993088334
36,-1.1031321538147285,0.03225169164655992
37,-1.0640287211686035,0.04140957939805201
38,-1.024925288522478,0.04658577682280851
39,-0.985821855876353,0.04499310069211446
40,-0.9467184232302279,0.06291070716242553
41,-0.9076149905841028,0.05853084780301582
42,-0.8685115579379775,0.08361549686145117
43,-0.8294081252918524,0.09834775107037408
44,-0.7903046926457273,0.12263606206346242
45,-0.7512012599996022,0.13617380917436336
46,-0.7120978273534769,0.15010972531793854
47,-0.6729943947073518,0.19151930471599166
48,-0.6338909620612267,0.20625155892491406
49,-0.5947875294151016,0.24726296929029135
50,-0.5556840967689763,0.3109700145180636
51,-0.5165806641228512,0.34003635390323667
52,-0.47747723147672616,0.3810477642686154
53,-0.4383737988306009,0.4778028392082897
54,-0.39927036618447564,0.5833176328667936
55,-0.3601669335383506,0.6537935516500172
56,-0.3210635008922256,0.715509751714422
57,-0.28196006824610054,0.8779627170452423
58,-0.24285663559997528,0.9794958203769939
59,-0.20375320295385002,1.1220403340741465
60,-0.16464977030772499,1.2215825922425412
61,-0.12554633766159973,1.3410333020445997
62,-0.08644290501547447,1.4051385163050614
63,-0.047339472369349433,1.4314176724615175
64,-0.008236039723224398,1.4927357034932487
65,0.03086739292290064,1.4580949976506474
66,0.0699708255690259,1.365321613037688
67,0.10907425821515115,1.2944475252218064
68,0.1481776908612762,1.1917199147920228
69,0.18728112350740145,1.0236925830037606
70,0.2263845561535267,0.8966766615809005
71,0.26548798879965174,0.7557248240144534
72,0.3045914214457768,0.6326905929183175
73,0.3436948540919018,0.472228472750865
74,0.38279828673802707,0.3575557913408702
75,0.42190171938415233,0.29026522481903927
76,0.46100515203027737,0.21819662990512143
77,0.5001085846764026,0.1560822608080413
78,0.5392120173225279,0.11427451237731726
79,0.5783154499686529,0.08162465169808375
80,0.617418882614778,0.05654000263964826
81,0.656522315260903,0.03304802971190708
82,0.6956257479070282,0.025880987123782357
83,0.7347291805531535,0.02229746582972044
84,0.7738326131992785,0.014334085176248854
85,0.8129360458454038,0.009954225816839368
86,0.8520394784915291,0.006370704522777269
87,0.8911429111376541,0.0035835212940622135
88,0.9302463437837791,0.002787183228715055
89,0.9693497764299042,0.0019908451633678967
90,1.0084532090760294,0.001990845163367874
91,1.0475566417221547,0.0007963380653471586
92,1.0866600743682797,0.0003981690326735793
93,1.125763507014405,0.00039816903267357476
94,1.1648669396605302,0.0007963380653471586
95,1.2039703723066553,0.0003981690326735793
96,1.2430738049527803,0.0
97,1.2821772375989053,0.0
98,1.3212806702450306,0.0
99,1.3603841028911559,0.0003981690326735793
